claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
24016;46;F;0.0;63;38290;1;0;Own;15045;12/15/2016;Thursday;Local;0;0.0;99;Broker;0;7.966.872.251.999.990;4.0;Compact;118.330.625;gray;4.372.853.982;0
24018;51;M;1.0;69;39322;0;1;Own;15018;11/11/2016;Friday;Parking Lot;0;0.0;97;Phone;0;3.894.027.248;3.0;Large;1.632.751.244;other;3.253.530.858;0
24019;38;M;1.0;86;36386;0;1;Own;50047;12/12/2016;Monday;Local;0;0.0;5;Broker;0;5.694.718.041;2.0;Large;1.260.049.358;gray;9.170.172.355;0
24021;26;M;1.0;70;32580;1;0;Rent;15001;1/30/2015;Friday;Parking Lot;0;0.0;91;Online;0;59.235.051.539.999.900;9.0;Large;11.012.049.729.999.900;gray;3.552.487.415;0
24022;42;F;1.0;80;37371;0;0;Own;80046;02/10/2016;Wednesday;Parking Lot;0;0.0;0;Broker;0;6.317.786.482;6.0;Medium;4.058.258.866;white;2.403.498.647;0
24024;46;F;0.0;94;38302;0;0;Own;50029;01/05/2016;Tuesday;Local;2;1.0;95;Phone;1;3.439.777.892;6.0;Compact;1.952.098.991;red;1.532.511.106;0
24025;34;M;1.0;92;35276;0;0;Own;50002;8/15/2016;Monday;Parking Lot;0;0.0;93;Broker;1;6.130.812.011.999.990;6.0;Large;16.123.701.319.999.900;blue;13.469.593.209.999.900;0
24026;51;M;1.0;64;39324;1;1;Rent;80023;08/11/2016;Thursday;Parking Lot;0;0.0;71;Phone;1;75.692.436.370.000.000;3.0;Compact;257.201.606;black;1.975.327.417;0
24028;44;M;1.0;65;37846;0;1;Rent;15009;11/30/2016;Wednesday;Local;2;0.0;47;Broker;1;35.590.238.329.999.900;10.0;Compact;25.430.174.030.000.000;black;3.055.785.366;1
24031;37;M;1.0;92;36111;1;1;Own;80108;7/18/2016;Monday;Parking Lot;0;0.0;10;Broker;1;4.942.775.118;4.0;Medium;28.247.324.460.000.000;other;1.023.419.816;0
24032;49;M;0.0;49;38919;1;0;Rent;20108;08/10/2015;Monday;Parking Lot;0;1.0;0;Phone;0;6.584.252.062;4.0;Medium;2.850.813.518;black;17.871.267.369.999.900;0
24033;26;M;0.0;76;32580;1;0;Rent;80002;11/27/2016;Sunday;Local;2;0.0;84;Online;1;1.712.552.358;4.0;Medium;1.724.495.325;silver;4.777.010.532;0
24035;29;F;0.0;69;33683;1;1;Rent;20153;5/19/2015;Tuesday;Local;2;1.0;96;Online;1;4.247.595.802.000.000;4.0;Medium;29.647.160.760.000.000;black;1.040.072.948;0
24036;62;F;0.0;67;41277;1;0;Own;50058;3/21/2016;Monday;Local;0;0.0;49;Broker;0;5.443.130.779;2.0;Compact;4.972.001.497;gray;2.182.577.936;1
24039;58;M;1.0;62;40610;1;1;Rent;15053;6/21/2015;Sunday;Local;0;0.0;85;Broker;1;3.409.409.076;6.0;Large;2.326.004.978;gray;13.686.747.969.999.900;0
24040;36;F;1.0;82;35826;1;0;Rent;85001;3/18/2016;Friday;Local;0;0.0;3;Phone;1;251.166.329;3.0;Medium;1.649.088.798;silver;1.540.219.571;0
24041;30;F;1.0;79;34008;1;0;Own;20124;2/17/2016;Wednesday;Parking Lot;2;0.0;49;Broker;1;6.796.613.995.999.990;4.0;Compact;4.037.018.628;silver;32.524.188.939.999.900;0
24042;52;M;1.0;94;39518;1;0;Own;15031;02/11/2015;Wednesday;Parking Lot;0;0.0;50;Phone;0;7.243.016.656.999.990;8.0;Medium;1.258.713.795;white;9.219.380.756;0
24043;45;M;0.0;85;38091;1;0;Rent;50048;02/10/2016;Wednesday;Local;0;0.0;47;Broker;1;6.762.964.843.000.000;8.0;Compact;18.248.372.669.999.900;white;6.738.779.012.000.000;0
24044;53;F;0.0;66;39683;0;1;Own;50002;12/12/2015;Saturday;Highway;0;;59;Phone;1;809.667.537;5.0;Large;4.572.019.043;blue;2.341.057.265;0
24046;44;F;1.0;69;37830;0;1;Own;85060;4/17/2016;Sunday;Local;0;1.0;50;Broker;1;38.300.382.340.000.000;5.0;Compact;2.457.093.287;silver;2.359.567.414;0
24047;39;F;1.0;68;36638;1;0;Rent;80002;11/01/2016;Tuesday;Local;0;0.0;53;Phone;0;2.946.481.494;3.0;Large;9.937.221.382;white;332.738.758;0
24048;48;M;1.0;45;38691;0;1;Own;20135;12/20/2015;Sunday;Highway;2;0.0;88;Broker;1;3.192.563.855;3.0;Medium;29.606.901.569.999.900;blue;9.288.506.372;0
24052;37;M;1.0;28;36121;1;0;Rent;80033;3/21/2016;Monday;Highway;4;0.0;51;Broker;1;1.584.645.754;9.0;Compact;3.150.115.085;other;3.256.643.492;1
24053;47;M;1.0;76;38502;1;0;Own;85015;5/22/2015;Friday;Highway;0;0.0;98;Phone;0;2.511.449.457;1.0;Large;1.808.721.488;other;20.733.617.459.999.900;0
24055;63;F;1.0;84;41414;1;0;Own;15009;8/28/2016;Sunday;Local;1;0.0;99;Broker;1;6.108.273.058;4.0;Compact;2.545.254.135;silver;9.486.656.104.000.000;0
24057;39;M;1.0;85;36641;1;0;Own;80004;12/15/2015;Tuesday;Local;0;1.0;11;Phone;1;4.010.825.372;3.0;Large;9.070.283.891;blue;19.318.342.119.999.900;0
24058;30;F;1.0;66;34016;1;1;Own;85054;05/05/2015;Tuesday;Highway;2;0.0;94;Phone;1;4.098.026.231;4.0;Large;1.811.302.061;red;916.148.697;1
24059;36;M;1.0;36;35832;1;1;Rent;15059;9/27/2016;Tuesday;Parking Lot;1;0.0;53;Broker;1;2.686.410.975;5.0;Compact;188.540.172;other;3.594.636.064;0
24060;30;F;1.0;83;34009;1;0;Own;20108;08/02/2015;Sunday;Highway;0;0.0;97;Broker;0;7.753.692.219;3.0;Large;1.223.065.051;gray;7.869.139.991;0
24061;67;M;1.0;47;42056;1;0;Rent;20148;5/13/2016;Friday;Local;0;0.0;5;Broker;0;8.501.930.684;13.0;Large;15.730.632.730.000.000;blue;1.678.167.757;0
24062;50;M;1.0;59;39134;1;0;Own;20103;3/22/2016;Tuesday;Parking Lot;0;0.0;100;Phone;0;4.407.936.225;5.0;Medium;3.657.109.102;other;2.150.437.127;0
24063;41;M;1.0;60;37133;1;1;Own;15026;1/20/2016;Wednesday;Parking Lot;0;0.0;76;Phone;0;4.475.160.409;5.0;Medium;2.353.237.139;black;2.407.437.117;1
24065;54;M;1.0;85;39893;1;1;Rent;20103;6/23/2016;Thursday;Local;1;1.0;99;Online;1;4.439.611.121;4.0;Compact;21.683.659.519.999.900;other;1.759.688.968;0
24067;53;M;1.0;76;39707;1;0;Own;20105;04/03/2015;Friday;Local;1;1.0;25;Phone;1;7.392.500.131.000.000;6.0;Compact;1.360.901.635;silver;4.729.986.175.999.990;0
24069;42;F;1.0;78;37364;1;1;Own;80023;07/10/2016;Sunday;Highway;0;1.0;97;Broker;0;6.161.363.993;3.0;Compact;1.954.702.895;other;13.656.886.719.999.900;0
24070;67;F;1.0;69;42052;1;0;Own;80003;6/14/2015;Sunday;Local;0;0.0;72;Broker;1;3.879.788.236;7.0;Large;31.239.340.689.999.900;black;337.713.739;0
24071;37;F;1.0;42;36107;1;1;Rent;50056;2/14/2015;Saturday;Local;0;1.0;97;Broker;1;5.541.707.481;6.0;Compact;27.857.669.380.000.000;gray;1.936.085.083;0
24073;62;F;1.0;96;41282;0;0;Rent;85076;10/04/2016;Tuesday;Parking Lot;1;0.0;47;Online;1;1.565.512.308;6.0;Compact;1.502.229.024;black;1.749.448.803;1
24074;56;M;1.0;61;40271;1;1;Own;85021;10/06/2016;Thursday;Parking Lot;0;0.0;27;Phone;0;5.346.235.151;3.0;Large;3.726.520.042;red;1.855.382.315;0
24076;39;F;1.0;69;36628;1;1;Rent;15021;9/15/2015;Tuesday;Local;0;0.0;41;Broker;0;4.497.558.777;1.0;Medium;2.445.026.405;gray;9.653.393.589;0
24078;45;F;0.0;83;38075;0;1;Own;85003;12/30/2016;Friday;Local;1;0.0;11;Broker;1;7.083.894.931;2.0;Medium;137.420.439;red;3.989.860.759;0
24081;49;F;0.0;76;38911;1;1;Own;85035;9/15/2016;Thursday;Parking Lot;3;0.0;59;Broker;1;55.720.617;7.0;Compact;19.901.126.630.000.000;gray;3.410.185.692;1
24084;52;M;1.0;86;39502;1;0;Own;20129;3/20/2015;Friday;Local;0;0.0;31;Broker;1;2.143.263.346;4.0;Medium;6.673.872.911;silver;2.263.092.316;0
24085;60;M;1.0;87;40952;0;0;Rent;80030;3/17/2016;Thursday;Local;0;0.0;6;Phone;1;37.631.814.670.000.000;9.0;Large;14.919.323.330.000.000;silver;2.355.961.005;0
24087;57;F;1.0;53;40443;1;1;Own;20107;05/08/2015;Friday;Highway;5;0.0;17;Phone;1;42.813.372.549.999.900;7.0;Compact;1.110.637.907;other;2.376.841.934;0
24089;45;M;1.0;56;38067;0;1;Own;50021;10/05/2015;Monday;Local;0;0.0;98;Broker;0;4.014.783.096;4.0;Compact;32.565.957.810.000.000;black;13.520.925.619.999.900;0
24090;48;M;1.0;85;38710;0;1;Rent;85075;9/18/2016;Sunday;Local;0;1.0;28;Broker;0;34.980.751.159.999.900;10.0;Medium;3.369.202.233;gray;1.614.968.764;1
24091;44;M;1.0;78;37842;1;0;Own;15053;10/17/2015;Saturday;Local;1;1.0;94;Phone;1;2.642.775.608;3.0;Medium;63.128.445.470.000.000;silver;1.444.147.662;0
24092;42;M;1.0;72;37366;1;0;Own;80022;02/05/2015;Thursday;Highway;0;1.0;72;Broker;0;5.055.086.475;6.0;Large;2.199.349.112;white;3.178.731.143;0
24093;40;F;0.0;93;36879;1;0;Own;15001;7/15/2015;Wednesday;Local;0;0.0;0;Phone;0;6.438.919.072;3.0;Medium;551.368.488;white;2.585.608.365;0
24095;31;M;1.0;88;34318;1;0;Rent;20109;8/31/2016;Wednesday;Local;0;1.0;98;Broker;0;3.860.086.349;5.0;Compact;1.941.481.274;silver;17.970.138.069.999.900;0
24096;48;M;1.0;87;38728;1;1;Own;20109;02/03/2016;Wednesday;Parking Lot;0;0.0;81;Phone;0;35.738.882.439.999.900;5.0;Large;8.392.890.331;gray;15.092.738.959.999.900;0
24097;43;F;1.0;72;37632;1;1;Own;20142;8/27/2016;Saturday;Local;0;0.0;38;Broker;0;2.883.263.184;4.0;Medium;9.613.012.984;white;1.383.351.507;1
24098;37;F;1.0;80;36119;1;1;Rent;80027;10/22/2016;Saturday;Local;0;0.0;100;Phone;0;6.737.288.194;4.0;Large;15.038.261.390.000.000;red;1.733.643.203;0
24099;44;F;1.0;87;37832;1;1;Own;50013;10/10/2015;Saturday;Local;0;0.0;38;Phone;0;60.878.486.219.999.900;3.0;Compact;1.412.804.675;black;2.126.490.465;1
24100;32;F;0.0;65;34674;1;1;Rent;85002;07/08/2015;Wednesday;Highway;1;0.0;46;Broker;1;4.308.417.132;4.0;Medium;3.036.061.073;gray;2.868.923.473;0
24101;39;F;0.0;64;36634;1;1;Rent;15037;12/15/2016;Thursday;Parking Lot;1;0.0;40;Broker;1;429.474.713;6.0;Large;4.658.467.793;silver;134.900.528;0
24103;37;F;1.0;37;36102;1;0;Own;80023;9/19/2015;Saturday;Local;1;1.0;64;Broker;0;2.481.877.167;4.0;Compact;1.288.015.962;black;5.184.837.213.000.000;0
24104;33;M;1.0;83;34961;1;1;Rent;80025;11/27/2016;Sunday;Highway;0;0.0;3;Broker;0;6.167.154.034;2.0;Large;2.259.695.052;silver;1.040.074.743;0
24106;46;F;0.0;74;38278;1;1;Own;85043;05/04/2016;Wednesday;Highway;0;0.0;73;Phone;0;4.484.524.238;6.0;Large;2.519.422.961;other;14.924.712.759.999.900;0
24107;41;M;1.0;48;37142;0;1;Own;20164;07/10/2015;Friday;Local;1;1.0;53;Broker;0;4.204.766.814;4.0;Medium;2.859.258.926;silver;2.242.764.311;0
24110;64;F;1.0;73;41586;0;1;Own;85045;9/19/2016;Monday;Local;1;0.0;20;Broker;1;3.023.004.962;3.0;Medium;28.333.093.010.000.000;blue;1.330.330.464;0
24111;34;M;0.0;97;35270;1;0;Rent;50001;3/29/2016;Tuesday;Parking Lot;1;0.0;62;Broker;1;8.267.648.559.000.000;5.0;Medium;10.054.260.209.999.900;white;1.928.060.517;0
24115;64;F;1.0;85;41585;1;1;Rent;80002;7/14/2015;Tuesday;Parking Lot;0;0.0;47;Broker;0;5.800.136.055;8.0;Medium;6.606.053.875;gray;1.313.222.394;0
24116;37;F;0.0;94;36113;1;0;Own;50059;06/12/2016;Sunday;Local;5;1.0;9;Broker;1;4.898.898.911;7.0;Large;1.410.500.554;white;1.504.692.411;0
24117;38;M;1.0;83;36380;1;1;Own;85080;05/09/2016;Monday;Parking Lot;0;0.0;50;Phone;0;78.232.572.900.000.000;5.0;Compact;9.907.812.858;red;3.334.919.451;0
24119;42;M;1.0;84;-1;1;0;Own;80110;11/13/2015;Friday;Parking Lot;0;1.0;55;Broker;0;6.188.032.514;4.0;Compact;1.865.650.648;gray;17.012.244.469.999.900;0
24120;42;M;1.0;92;37368;0;1;Rent;80019;05/01/2016;Sunday;Parking Lot;0;1.0;50;Broker;1;4.662.293.390.999.990;4.0;Compact;1.795.243.398;white;29.275.395.689.999.900;0
24122;44;M;0.0;92;37860;1;0;Own;50052;08/06/2016;Saturday;Local;0;0.0;3;Broker;0;5.515.129.343;4.0;Medium;2.983.600.028;gray;13.966.015.440.000.000;0
24123;35;M;1.0;63;35564;0;1;Rent;20107;1/13/2015;Tuesday;Highway;0;0.0;60;Broker;0;3.038.638.242;4.0;Medium;44.531.429.619.999.900;black;2.717.982.886;1
24125;30;M;0.0;75;34025;1;0;Rent;85051;2/23/2015;Monday;Local;1;1.0;1;Broker;1;483.190.402;4.0;Large;22.970.870.609.999.900;silver;3.148.882.328;0
24126;65;F;1.0;86;41735;1;1;Own;50022;02/04/2015;Wednesday;Parking Lot;2;0.0;61;Phone;1;24.801.632.440.000.000;3.0;Compact;31.363.446;blue;9.082.347.609;1
24127;34;F;0.0;85;35259;1;0;Rent;50007;4/23/2015;Thursday;Parking Lot;0;0.0;56;Broker;0;13.368.563.970.000.000;6.0;Medium;7.571.685.474;blue;76.187.077.739.999.900;0
24128;44;M;0.0;85;37839;1;1;Own;85053;5/18/2015;Monday;Local;0;0.0;48;Broker;0;414.147.901;2.0;Medium;2.236.162.104;gray;1.608.958.734;0
24129;44;M;1.0;89;37844;0;0;Rent;80021;1/24/2015;Saturday;Highway;0;1.0;93;Broker;0;1.072.173.039;1.0;Large;1.518.241.799;other;1.534.705.517;0
24130;66;M;1.0;63;41902;0;1;Own;20152;2/28/2016;Sunday;Parking Lot;2;0.0;50;Broker;0;5.148.199.295;8.0;Compact;2.521.762.284;gray;27.196.995.919.999.900;0
24132;34;F;1.0;65;35267;0;1;Rent;15025;1/17/2016;Sunday;Local;2;1.0;24;Broker;1;9.292.006.867;5.0;Medium;3.538.588.828;black;1.137.186.408;1
24133;31;M;1.0;63;34341;1;0;Own;15025;8/16/2015;Sunday;Parking Lot;0;0.0;69;Broker;0;5.352.081.235.000.000;8.0;Medium;1.490.046.547;white;2.213.046.454;0
24134;44;M;0.0;92;37852;0;0;Own;20113;02/11/2016;Thursday;Highway;2;0.0;8;Broker;1;29.023.788.010.000.000;4.0;Medium;30.054.685.889.999.900;other;2.198.532.303;0
24135;66;F;1.0;74;41888;0;0;Own;15015;6/17/2016;Friday;Local;0;0.0;100;Broker;1;5.380.829.934;9.0;Medium;1.633.622.168;white;41.745.599.930.000.000;0
24136;67;F;1.0;78;42048;0;0;Own;15007;08/11/2016;Thursday;Parking Lot;0;0.0;85;Broker;1;50.675.568.539.999.900;3.0;Medium;1.821.613.288;red;1.123.962.902;0
24137;50;F;1.0;28;39129;1;1;Rent;15024;1/13/2016;Wednesday;Highway;0;0.0;2;Phone;1;17.967.911.510.000.000;2.0;Medium;19.908.627.809.999.900;black;17.833.160.630.000.000;0
24139;54;F;1.0;85;39891;0;0;Own;50029;12/08/2016;Thursday;Highway;0;0.0;39;Phone;0;6.314.397.974;4.0;Compact;15.316.253.359.999.900;other;125.359.229;0
24140;63;F;0.0;87;41413;1;1;Own;50039;02/02/2016;Tuesday;Parking Lot;0;0.0;92;Phone;0;5.196.163.933;4.0;Compact;1.238.844.167;black;26.409.142.330.000.000;0
24141;39;M;0.0;78;36636;0;1;Rent;80109;12/30/2016;Friday;Local;0;0.0;19;Online;1;5.607.430.877.000.000;0.0;Large;2.312.606.391;gray;111.902.623;0
24143;24;F;0.0;92;31774;0;1;Rent;50025;8/13/2015;Thursday;Local;1;0.0;1;Online;1;5.175.932.704;5.0;Large;1.567.076.545;white;3.336.711.875;1
24145;30;M;0.0;94;34012;1;1;Own;15006;11/17/2015;Tuesday;Local;0;1.0;5;Phone;1;58.514.504.289.999.900;0.0;Compact;2.217.135.126;other;13.555.854;0
24148;44;F;0.0;72;37827;0;0;Own;80037;06/05/2015;Friday;Parking Lot;0;0.0;4;Broker;1;5.457.952.967;7.0;Medium;13.368.976.509.999.900;gray;2.005.368.908;0
24149;40;M;1.0;72;36888;1;0;Own;20124;12/03/2015;Thursday;Parking Lot;0;0.0;98;Broker;0;21.485.829.059.999.900;5.0;Large;77.325.677.129.999.900;silver;8.303.191.343.999.990;0
24150;28;F;1.0;83;33330;1;0;Rent;80016;5/28/2016;Saturday;Parking Lot;4;0.0;70;Online;1;3.232.031.871;7.0;Medium;1.330.255.942;silver;3.113.598.496;0
24152;33;M;1.0;81;34970;1;1;Own;85029;11/15/2016;Tuesday;Local;0;1.0;50;Phone;1;48.129.420.310.000.000;7.0;Large;3.364.701.236;gray;2.969.232.767;1
24155;29;M;1.0;90;33680;1;0;Rent;85032;4/30/2016;Saturday;Highway;1;0.0;41;Online;1;5.476.110.422;1.0;Compact;1.397.400.406;blue;143.076.059;0
24158;62;M;1.0;83;41267;1;0;Own;15001;07/08/2015;Wednesday;Local;0;0.0;93;Broker;1;126.988.931;5.0;Large;32.246.527.019.999.900;silver;22.391.994.730.000.000;0
24159;40;F;1.0;75;36881;1;1;Own;85043;03/01/2015;Sunday;Highway;3;1.0;84;Broker;1;4.116.723.571;6.0;Compact;1.015.545.078;white;14.924.704.430.000.000;0
24160;62;F;0.0;80;41268;1;1;Rent;50021;3/29/2015;Sunday;Parking Lot;0;0.0;1;Phone;1;5.897.287.487;5.0;Medium;1.382.271.053;white;1.304.684.324;0
24161;44;F;1.0;52;37828;1;0;Rent;85038;6/20/2015;Saturday;Highway;3;0.0;5;Broker;1;228.348.985;5.0;Compact;2.735.762.886;gray;2.384.688.928;0
24162;51;M;1.0;54;39317;0;1;Rent;50028;01/09/2015;Friday;Highway;0;1.0;100;Broker;0;8.137.487.925;3.0;Medium;2.915.046.638;silver;261.673.296;0
24163;48;F;1.0;59;38710;0;0;Rent;80027;07/04/2015;Saturday;Highway;1;0.0;98;Broker;1;2.874.714.865;3.0;Large;21.492.198.640.000.000;black;8.339.400.812;0
24164;38;M;1.0;60;36374;0;1;Rent;85055;3/27/2016;Sunday;Local;0;0.0;50;Broker;0;49.342.835.509.999.900;2.0;Large;593.479.315;red;3.224.763.414;0
24165;37;F;1.0;76;36113;1;1;Rent;15025;4/24/2015;Friday;Parking Lot;0;0.0;0;Broker;1;4.960.978.650.999.990;2.0;Large;24.610.600.769.999.900;white;4.464.598.839;0
24166;30;F;1.0;51;33986;1;1;Own;50022;3/28/2016;Monday;Highway;1;0.0;51;Broker;1;8.619.282.545.999.990;5.0;Large;5.376.952.454;black;1.219.646.995;0
24167;47;F;1.0;94;38501;1;1;Own;50009;1/18/2016;Monday;Local;0;0.0;35;Broker;1;2.219.594.845;6.0;Large;2.653.326.037;white;6.717.798.187;0
24170;39;M;1.0;59;36630;0;1;Own;15017;10/14/2016;Friday;Local;0;0.0;46;Phone;1;5.491.069.955;4.0;Large;2.112.091.636;black;1.744.424.439;0
24171;65;M;1.0;61;41749;1;1;Own;85074;03/09/2016;Wednesday;Parking Lot;2;0.0;48;Broker;1;23.224.577.289.999.900;4.0;Compact;2.638.409.373;blue;24.309.220.419.999.900;0
24172;43;M;1.0;73;37618;1;0;Own;85005;04/01/2016;Friday;Parking Lot;0;1.0;3;Phone;0;3.526.165.057;4.0;Large;4.688.573.275;silver;31.571.515.860.000.000;0
24173;45;M;1.0;92;38054;1;1;Rent;85035;2/23/2015;Monday;Local;0;0.0;49;Broker;1;4.386.274.047;3.0;Compact;9.813.631.651;red;27.067.931.989.999.900;0
24174;44;M;1.0;81;37833;1;0;Rent;80034;10/16/2016;Sunday;Highway;0;0.0;29;Phone;1;2.795.224.525;4.0;Medium;19.442.403.919.999.900;white;4.591.333.925;0
24176;29;M;1.0;47;33678;1;1;Own;20124;08/03/2015;Monday;Highway;0;1.0;50;Online;1;1.015.403.948;10.0;Medium;2.932.820.507;silver;1.262.911.777;1
24178;65;F;1.0;66;41738;0;0;Rent;85055;06/02/2016;Thursday;Local;2;0.0;98;Broker;1;4.301.742.583;6.0;Medium;4.014.828.855;blue;2.285.472.593;0
24179;76;M;1.0;81;43307;0;0;Rent;20135;03/04/2015;Wednesday;Parking Lot;1;0.0;20;Phone;1;8.590.210.526;9.0;Compact;2.315.184.844;silver;3.819.560.745;0
24180;34;F;1.0;79;35257;1;1;Own;85006;1/25/2015;Sunday;Highway;0;0.0;61;Broker;1;4.896.298.783;8.0;Medium;1.992.350.421;white;2.257.164.764;1
24184;41;M;0.0;79;37127;1;0;Rent;80006;04/09/2015;Thursday;Highway;0;1.0;42;Broker;0;5.118.274.773;4.0;Compact;29.523.726.510.000.000;silver;1.809.606.826;0
24186;34;F;1.0;86;35258;1;1;Rent;15046;04/05/2016;Tuesday;Parking Lot;3;0.0;6;Phone;1;5.100.435.845;1.0;Compact;2.895.459.157;other;22.404.299.430.000.000;0
24187;32;F;1.0;85;34652;1;1;Own;20129;7/27/2015;Monday;Local;1;1.0;67;Phone;1;4.834.571.321;6.0;Medium;3.344.554.114;white;5.765.173.847.999.990;0
24188;33;F;0.0;79;34964;1;1;Own;80002;3/29/2016;Tuesday;Local;1;0.0;66;Online;1;5.607.702.310.000.000;6.0;Medium;6.475.417.732;gray;3.516.079.662;0
24189;36;F;0.0;89;35826;0;1;Own;80024;10/20/2016;Thursday;Local;1;0.0;10;Phone;1;18.329.598.399.999.900;3.0;Large;14.188.048.999.999.900;red;13.382.777.740.000.000;1
24190;48;M;1.0;76;38728;1;0;Own;85018;7/22/2016;Friday;Parking Lot;0;0.0;1;Broker;0;34.825.249.289.999.900;6.0;Compact;6.370.363.069;gray;5.859.193.064;0
24196;37;M;1.0;78;36116;1;0;Own;50025;12/10/2015;Thursday;Parking Lot;1;0.0;100;Phone;0;6.903.817.773.000.000;7.0;Compact;28.770.900.810.000.000;blue;2.252.929.226;0
24200;53;F;0.0;79;39694;1;1;Own;85072;10/31/2015;Saturday;Highway;0;0.0;3;Broker;1;5.910.706.574;3.0;Large;2.083.711.504;white;15.772.855.169.999.900;0
24201;53;M;1.0;77;39690;1;0;Own;15021;1/30/2015;Friday;Local;1;0.0;69;Phone;1;4.750.130.233;2.0;Large;1.755.481.581;gray;1.302.557.848;0
24202;52;M;1.0;79;39521;0;0;Own;20142;01/10/2015;Saturday;Highway;0;0.0;28;Online;0;2.181.707.585;7.0;Large;27.042.655.319.999.900;red;3.302.300.805;0
24204;33;M;1.0;74;34976;1;1;Rent;85025;12/23/2016;Friday;Highway;0;0.0;0;Broker;0;29.921.313.219.999.900;4.0;Medium;2.883.711.688;silver;2.732.318.631;0
24205;27;M;1.0;87;32938;1;0;Rent;15019;3/28/2016;Monday;Highway;1;0.0;96;Phone;1;31.515.238.449.999.900;9.0;Compact;1.613.872.174;other;1.834.954.275;0
24207;56;M;1.0;93;40247;1;0;Rent;50047;1/30/2016;Saturday;Parking Lot;0;0.0;49;Broker;1;2.096.881.852;6.0;Medium;3.387.379.368;blue;3.820.695.982;0
24209;47;F;0.0;86;38492;1;0;Own;15001;10/09/2016;Sunday;Highway;2;0.0;82;Broker;1;2.447.449.921;5.0;Compact;5.995.357.166;black;4.629.611.826;1
24210;37;F;1.0;72;36116;1;1;Rent;85043;3/24/2015;Tuesday;Highway;0;1.0;98;Broker;0;295.560.352;7.0;Medium;1.259.290.918;black;1.072.558.883;0
24212;43;M;0.0;64;37614;1;1;Rent;85030;04/11/2016;Monday;Local;0;1.0;67;Broker;1;26.613.012.510.000.000;6.0;Medium;5.411.829.433;black;5.961.584.468;1
24214;52;F;1.0;86;39516;1;1;Own;85028;06/01/2016;Wednesday;Local;0;0.0;95;Phone;1;71.125.409.150.000.000;6.0;Medium;2.260.456.082;red;1.312.295.569;0
24216;75;F;1.0;86;43178;1;0;Own;15026;07/10/2016;Sunday;Highway;0;0.0;88;Phone;1;2.945.918.494;4.0;Compact;2.390.316.116;white;9.872.994.277;0
24218;26;M;0.0;45;32591;1;1;Rent;50032;12/20/2016;Tuesday;Local;2;0.0;50;Online;1;4.206.047.703;5.0;Compact;4.712.413.078;black;8.878.459.959;1
24219;36;M;0.0;39;35826;1;1;Own;15001;8/19/2016;Friday;Parking Lot;0;1.0;0;Broker;0;600.605.823;3.0;Compact;16.158.248.609.999.900;blue;2.110.005.744;0
24221;32;M;0.0;62;34666;1;1;Own;15025;8/24/2016;Wednesday;Parking Lot;0;0.0;82;Broker;0;302.594.654;4.0;Compact;4.589.238.617;gray;8.570.687.083;0
24223;45;F;1.0;91;38068;1;1;Own;15025;2/16/2015;Monday;Local;1;0.0;84;Broker;1;62.477.762.170.000.000;5.0;Large;2.152.355.686;other;1.264.031.552;1
24224;49;M;0.0;76;38905;1;1;Own;50055;9/21/2016;Wednesday;Local;0;1.0;92;Broker;1;4.121.565.821;3.0;Medium;12.519.936.590.000.000;white;2.856.529.503;1
24228;38;M;1.0;52;36375;0;0;Rent;20124;9/13/2016;Tuesday;Local;0;0.0;49;Broker;1;4.656.051.391;1.0;Medium;3.990.930.975;blue;1.398.188.631;0
24229;33;M;1.0;86;34955;0;0;Own;50001;11/22/2015;Sunday;Highway;0;0.0;94;Broker;1;1.819.890.951;5.0;Medium;39.214.264.689.999.900;other;2.455.058.036;0
24230;36;M;1.0;77;35834;0;1;Rent;50055;4/13/2016;Wednesday;Parking Lot;0;;64;Broker;0;5274.07;7.0;Compact;9.572.318.181;white;33.200.782.210.000.000;0
24231;43;M;1.0;81;37620;1;1;Own;20102;8/26/2016;Friday;Local;0;0.0;88;Broker;0;2.576.425.416;3.0;Large;22.747.811.690.000.000;black;19.816.958.169.999.900;1
24233;38;M;1.0;59;36377;1;1;Own;85082;4/22/2015;Wednesday;Local;0;0.0;3;Broker;0;41.014.495.560.000.000;4.0;Large;1.838.466.455;black;2.539.919.641;0
24235;54;F;1.0;59;39892;0;0;Own;85037;10/03/2016;Monday;Parking Lot;0;0.0;56;Phone;0;7.004.898.937.000.000;4.0;Medium;117.194.928;blue;6.244.923.445;0
24237;41;M;1.0;84;37133;1;0;Own;20135;01/11/2015;Sunday;Local;1;0.0;48;Broker;1;6.203.096.781;7.0;Large;19.305.907.369.999.900;gray;30.964.086.539.999.900;1
24240;64;M;1.0;89;41599;1;0;Own;15001;04/11/2015;Saturday;Local;0;1.0;78;Broker;1;2.072.695.472;5.0;Compact;2.975.459.573;blue;166.904.534;0
24241;42;M;0.0;94;37374;1;1;Own;20165;10/27/2016;Thursday;Local;0;0.0;65;Phone;1;2.260.438.226;2.0;Compact;400.705.433;white;169.189.757;0
